,state,date,max_temp,humidity,cloudiness,wind_speed,description,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,sum_passengers,city_rank,qol_index,purchase_power,safety,healh_care,cost_of_living,prop_to_income_ratio,traffic_comm_time,pollution,climate,city,latitude,longitude,high_q
1925,CT,2023-03-02 02:00:08,38.07,83,83,4.0,   Government Expenditures ,139311.0,147599.0,154708.0,159055.0,154264.0,148680.0,145438.0,151814.0,160154.0,169307.0,3.38M,,,,,,,,,,,Hartford,41.7668,-72.7662,0
1926,IN,2023-03-02 02:03:44,62.65,61,40,8.05,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Evansville,37.9748,-87.5558,0
1927,CO,2023-03-02 02:03:18,24.66,87,100,3.44,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Boulder,40.0833,-105.3505,0
1928,TX,2023-03-02 02:03:02,59.38,25,20,13.8,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Lubbock,33.6001,-101.8338,1
1932,MD,2023-03-02 02:04:02,49.28,85,20,5.75,   Government Expenditures ,534327.0,616853.0,675216.0,762724.0,765719.0,712183.0,640236.0,595673.0,621385.0,660603.0,1.75M,40.0,166.1,135.2,24.4,75.6,74.3,1.0,31.2,50.4,81.2,Baltimore,39.2904,-76.6122,0
1933,NY,2023-03-02 02:04:46,35.74,84,99,5.99,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Oswego,43.4501,-76.1497,0
1935,MD,2023-03-02 02:04:46,49.15,85,0,8.05,   Government Expenditures ,534327.0,616853.0,675216.0,762724.0,765719.0,712183.0,640236.0,595673.0,621385.0,660603.0,1.75M,40.0,166.1,135.2,24.4,75.6,74.3,1.0,31.2,50.4,81.2,Lake Shore,39.1071,-76.485,0
1936,FL,2023-03-02 02:02:45,73.35,78,10,4.97,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Immokalee,26.4187,-81.4173,1
1940,AL,2023-03-02 02:04:47,74.41,78,0,6.91,,,,,,,,,,,,0.00M,,,,,,,,,,,Talladega,33.4359,-86.1058,0
1941,WA,2023-03-02 02:04:47,45.79,50,0,11.5,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,West Richland,46.3043,-119.3614,0
1943,IN,2023-03-02 02:04:49,65.12,64,100,3.0,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Seymour,38.9592,-85.8903,0
1944,CT,2023-03-02 02:04:50,40.17,83,100,14.97,   Government Expenditures ,139311.0,147599.0,154708.0,159055.0,154264.0,148680.0,145438.0,151814.0,160154.0,169307.0,3.38M,,,,,,,,,,,Ledyard,41.4398,-72.0142,0
1945,NY,2023-03-02 02:04:50,42.49,80,0,5.75,   Government Expenditures ,1078264.0,1164061.0,1222449.0,1301691.0,1346456.0,1382020.0,1421997.0,1434541.0,1491359.0,1535625.0,84.43M,17.0,172.8,105.0,53.1,73.0,78.0,6.4,25.4,30.2,66.4,Corning,42.1428,-77.0547,0
1947,MO,2023-03-02 02:01:47,53.67,53,100,5.93,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Jefferson City,38.5767,-92.1735,0
1949,CA,2023-03-02 02:04:51,46.22,76,40,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Alpine,32.835,-116.7664,1
1955,UT,2023-03-02 02:04:51,36.54,86,100,16.11,   Government Expenditures ,355630.0,361978.0,365057.0,360619.0,371582.0,385031.0,409420.0,385123.0,391589.0,418705.0,2.31M,43.0,164.7,127.7,66.5,70.4,65.4,3.6,35.1,63.5,66.5,Murray,40.6669,-111.888,0
1956,MO,2023-03-02 02:00:04,55.06,59,100,5.01,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Rolla,37.9514,-91.7713,0
1958,FL,2023-03-02 02:02:13,77.02,80,75,3.44,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Jupiter,26.9342,-80.0942,1
1962,SC,2023-03-02 02:04:52,64.26,57,100,3.27,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Gaffney,35.0718,-81.6498,0
1963,TX,2023-03-02 02:04:53,73.98,83,75,11.5,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Robinson,31.4677,-97.1147,1
1967,TX,2023-03-02 02:04:53,75.29,92,100,17.27,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Aransas Pass,27.9095,-97.15,1
1971,VA,2023-03-02 02:03:32,51.85,89,100,4.61,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Hopewell,37.3043,-77.2872,0
1972,OK,2023-03-02 02:00:35,50.95,38,34,8.01,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Ponca City,36.707,-97.0856,1
1973,WA,2023-03-02 02:04:14,43.41,72,100,5.75,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Port Angeles,48.1181,-123.4307,0
1975,NC,2023-03-02 02:00:47,61.36,55,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Statesville,35.7826,-80.8873,1
1977,CA,2023-03-02 02:00:06,54.01,57,0,14.97,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Palo Alto,37.4419,-122.143,1
1983,MO,2023-03-02 02:01:47,51.71,27,0,3.44,   Government Expenditures ,342806.0,361897.0,370851.0,379456.0,380017.0,375877.0,369377.0,366949.0,385412.0,408000.0,0.00M,24.0,171.3,114.7,41.4,72.7,70.5,4.5,29.9,34.1,75.1,Hannibal,39.7084,-91.3585,0
1985,OH,2023-03-02 02:02:17,48.87,92,100,5.32,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Conneaut,41.9476,-80.5542,1
1987,CA,2023-03-02 02:04:56,42.35,88,81,7.2,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Magalia,39.8121,-121.5783,1
1993,VA,2023-03-02 02:04:56,51.31,89,0,5.75,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Glen Allen,37.666,-77.5064,0
1994,MN,2023-03-02 02:04:56,27.37,82,100,11.99,   Government Expenditures ,481416.0,519959.0,555911.0,592604.0,633074.0,686979.0,748308.0,805894.0,857403.0,920680.0,0.21M,31.0,169.5,122.8,44.7,77.2,75.3,5.6,35.9,27.5,49.5,Elk River,45.3038,-93.5672,0
1995,FL,2023-03-02 02:04:22,77.34,85,0,5.75,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Mims,28.6653,-80.8448,1
1999,PA,2023-03-02 02:04:57,63.36,82,100,4.94,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Uniontown,39.9001,-79.7164,0
2001,WA,2023-03-02 02:05:58,44.58,39,0,12.66,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Sunnyside,46.3237,-120.0087,0
2003,CA,2023-03-02 02:05:58,50.0,43,0,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Oroville,39.5138,-121.5564,1
2009,TX,2023-03-02 02:02:23,63.09,58,100,2.73,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Denton,33.2001,-97.1336,1
2013,OK,2023-03-02 02:03:02,56.07,58,0,1.99,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Lawton,34.6087,-98.3903,1
2014,WA,2023-03-02 02:05:42,41.36,48,100,5.75,   Government Expenditures ,503989.0,533433.0,548284.0,567321.0,601385.0,640027.0,672300.0,676406.0,704264.0,778744.0,2.72M,18.0,172.6,118.1,46.9,71.8,94.0,5.8,42.7,31.3,91.7,Moses Lake,47.1301,-119.2781,0
2016,SC,2023-03-02 02:05:59,70.09,84,0,8.05,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Orangeburg,33.4918,-80.8557,0
2017,NC,2023-03-02 02:06:00,63.09,94,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Tarboro,35.8968,-77.5358,1
2019,AR,2023-03-02 02:06:00,57.78,55,0,5.75,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Siloam Springs,36.1881,-94.5405,0
2020,GA,2023-03-02 02:05:10,69.39,81,40,0.0,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Toccoa,34.5773,-83.3324,0
2021,ID,2023-03-02 02:06:02,37.54,48,0,18.41,   Government Expenditures ,97673.0,103504.0,108816.0,112120.0,116308.0,120054.0,123867.0,124246.0,126093.0,136371.0,0.00M,,,,,,,,,,,Payette,44.0782,-116.9338,0
2022,CA,2023-03-02 02:06:02,46.53,62,0,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,La Quinta,33.6634,-116.31,1
2028,OH,2023-03-02 02:06:03,64.35,66,40,13.8,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,White Oak,39.2131,-84.5994,1
2030,KS,2023-03-02 02:04:30,47.86,39,0,6.91,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Junction City,39.0286,-96.8314,0
2031,IN,2023-03-02 02:06:04,53.22,78,0,11.5,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Kokomo,40.4864,-86.1336,0
2032,TN,2023-03-02 02:06:05,71.31,78,100,5.75,   Government Expenditures ,352536.0,376715.0,383697.0,394475.0,408948.0,421314.0,437671.0,417623.0,436064.0,469304.0,0.54M,33.0,169.1,109.5,53.6,64.9,79.7,3.9,39.0,35.7,83.0,Maryville,35.7565,-83.9705,0
2033,FL,2023-03-02 02:06:05,74.91,83,20,10.11,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Martin,27.0837,-80.4164,1
2037,KS,2023-03-02 02:06:06,50.86,39,0,5.75,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Coffeyville,37.0373,-95.6164,0
2038,OH,2023-03-02 02:04:52,63.07,70,75,12.66,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Centerville,39.6284,-84.1594,1
2040,RI,2023-03-02 02:06:07,39.85,83,100,9.22,   Government Expenditures ,42693.0,46694.0,49380.0,52197.0,51956.0,51498.0,51353.0,53446.0,56439.0,61275.0,1.01M,,,,,,,,,,,Hopkinton,41.4612,-71.7776,0
2041,TX,2023-03-02 02:04:12,81.52,72,0,13.8,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,San Antonio,29.4241,-98.4936,1
2045,OR,2023-03-02 02:06:08,45.12,48,0,11.5,   Government Expenditures ,286360.0,314568.0,341102.0,373430.0,397852.0,419070.0,432574.0,440083.0,447040.0,475288.0,1.65M,12.0,173.8,111.0,44.5,72.6,82.9,5.0,33.5,32.6,89.6,Hermiston,45.8404,-119.2895,0
2046,FL,2023-03-02 02:05:38,73.94,83,0,0.0,   Government Expenditures ,1233208.0,1333858.0,1394757.0,1465188.0,1530785.0,1583621.0,1623368.0,1647033.0,1738239.0,1888853.0,79.62M,1.0,175.4,126.2,48.9,63.5,71.7,4.5,36.6,36.1,87.2,Lehigh Acres,26.6254,-81.6248,1
2050,LA,2023-03-02 02:06:09,77.94,72,0,10.74,   Government Expenditures ,334126.0,360800.0,378724.0,392924.0,389059.0,387345.0,391650.0,413147.0,436562.0,469219.0,1.56M,,,,,,,,,,,Zachary,30.6485,-91.1565,0
2051,IL,2023-03-02 02:01:34,61.02,65,75,0.0,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Herrin,37.8031,-89.0276,0
2052,VA,2023-03-02 02:06:10,52.81,77,0,8.05,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Manassas,38.751,-77.4753,0
2053,IN,2023-03-02 02:01:50,55.33,75,100,5.99,   Government Expenditures ,206223.0,229332.0,247822.0,273753.0,274337.0,255048.0,229897.0,218872.0,231030.0,250115.0,0.00M,15.0,172.9,129.3,41.4,73.6,74.1,2.0,29.5,42.2,69.9,Muncie,40.1934,-85.3864,0
2054,CA,2023-03-02 02:05:00,49.68,63,7,19.55,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Chowchilla,37.123,-120.2602,1
2060,CA,2023-03-02 02:06:11,49.6,59,0,5.75,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Coachella,33.6803,-116.1739,1
2066,IL,2023-03-02 02:06:12,53.87,66,0,8.05,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Macon,39.8667,-88.9668,0
2067,AR,2023-03-02 02:05:22,70.88,94,100,4.29,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Magnolia,33.2671,-93.2393,0
2068,WI,2023-03-02 02:06:13,34.68,86,100,3.44,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Marshfield,44.6689,-90.1718,0
2070,CA,2023-03-02 02:04:10,49.89,43,0,13.8,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Chico,39.7285,-121.8375,1
2076,KS,2023-03-02 02:05:10,51.12,38,0,9.22,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Topeka,39.0483,-95.678,0
2077,MS,2023-03-02 02:06:15,76.87,73,0,8.05,   Government Expenditures ,161720.0,176969.0,179349.0,184860.0,184154.0,178866.0,179630.0,165845.0,173008.0,185792.0,0.01M,,,,,,,,,,,Starkville,33.4504,-88.8184,0
2078,GA,2023-03-02 02:07:16,73.04,59,0,3.44,   Government Expenditures ,405793.0,432925.0,446331.0,463797.0,454535.0,423344.0,410587.0,414046.0,467874.0,515523.0,1.80M,41.0,165.6,127.4,36.2,69.6,73.4,3.1,41.7,44.8,89.7,Fort Stewart,31.8722,-81.61,0
2079,TX,2023-03-02 02:07:17,75.97,75,40,5.75,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Longview,32.5007,-94.7405,1
2083,CA,2023-03-02 02:06:58,52.86,47,0,23.02,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,West Hollywood,34.09,-118.3617,1
2089,NJ,2023-03-02 02:07:19,47.05,83,100,4.61,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Bridgeton,39.4273,-75.2341,0
2090,OK,2023-03-02 02:07:19,55.65,46,0,4.61,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Choctaw,35.4976,-97.2689,1
2091,NC,2023-03-02 02:03:54,58.71,88,0,0.0,   Government Expenditures ,566529.0,616016.0,621819.0,633533.0,633430.0,614989.0,591243.0,517182.0,518677.0,542180.0,3.74M,9.0,174.1,105.4,61.2,67.7,80.0,6.4,36.3,31.6,83.9,Rocky Mount,35.9382,-77.7905,1
2093,OH,2023-03-02 02:07:20,55.62,94,100,1.81,   Government Expenditures ,518354.0,540419.0,561612.0,583584.0,619216.0,656250.0,677150.0,693134.0,727165.0,775456.0,0.63M,10.0,174.0,119.9,52.0,68.4,72.1,7.1,30.4,32.3,71.3,Alliance,40.9153,-81.1059,1
2095,AR,2023-03-02 02:07:21,63.79,97,100,0.0,   Government Expenditures ,145929.0,156430.0,161631.0,167361.0,171633.0,173445.0,177039.0,170515.0,173614.0,190570.0,0.00M,,,,,,,,,,,Conway,35.0887,-92.4421,0
2096,KS,2023-03-02 02:07:22,52.54,30,0,11.5,   Government Expenditures ,149430.0,160522.0,169709.0,179578.0,183431.0,187393.0,190970.0,201262.0,212468.0,230553.0,0.00M,,,,,,,,,,,Lawrence,38.9717,-95.2353,0
2097,PA,2023-03-02 02:04:50,44.53,82,59,4.41,   Government Expenditures ,483052.0,517052.0,527817.0,540568.0,591507.0,646113.0,711072.0,707676.0,738929.0,794561.0,2.70M,25.0,171.1,122.3,62.2,74.1,75.7,5.2,38.1,46.3,72.1,Williamsport,41.2412,-77.0011,0
2099,TX,2023-03-02 02:07:23,75.24,96,100,11.5,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Beaumont,30.0861,-94.1019,1
2103,CA,2023-03-02 02:06:01,38.39,69,97,20.38,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Barstow,34.8986,-117.0228,1
2109,NJ,2023-03-02 02:05:17,44.65,91,100,5.75,   Government Expenditures ,341025.0,338796.0,343080.0,332242.0,334605.0,337079.0,338062.0,345313.0,363664.0,392735.0,8.82M,,,,,,,,,,,Trenton,40.217,-74.7429,0
2110,SC,2023-03-02 02:07:25,66.18,80,75,6.91,   Government Expenditures ,200816.0,225343.0,255535.0,294578.0,317126.0,324548.0,329170.0,340535.0,356591.0,384201.0,1.49M,,,,,,,,,,,Gantt,34.8001,-82.4243,0
2111,MI,2023-03-02 02:04:38,43.66,64,0,0.0,   Government Expenditures ,371843.0,391653.0,409973.0,426661.0,441875.0,458791.0,472418.0,485988.0,508609.0,535181.0,0.72M,60.0,135.4,115.5,26.1,62.4,72.3,1.4,44.6,59.8,66.0,Battle Creek,42.3212,-85.1797,0
2112,WV,2023-03-02 02:07:26,56.16,69,80,4.52,   Government Expenditures ,118567.0,126213.0,129618.0,131169.0,128528.0,126108.0,126779.0,127073.0,132861.0,146816.0,0.00M,,,,,,,,,,,Bluefield,37.2698,-81.2223,0
2113,IL,2023-03-02 02:06:39,51.31,65,75,8.05,   Government Expenditures ,1000244.0,964093.0,970276.0,927302.0,1021759.0,1167155.0,1236652.0,1239230.0,1212387.0,1265774.0,2.34M,53.0,150.8,126.9,34.0,64.8,80.4,3.4,41.6,49.0,66.1,Hickory Hills,41.7256,-87.8251,0
2114,NV,2023-03-02 02:04:08,29.73,68,100,5.75,   Government Expenditures ,316335.0,340096.0,353422.0,375916.0,408103.0,435776.0,457224.0,448123.0,466004.0,497532.0,5.86M,54.0,147.9,110.5,44.3,55.0,73.3,3.7,27.1,52.5,57.4,Carson City,39.1638,-119.7674,0
2115,WI,2023-03-02 02:07:29,34.16,100,100,6.91,   Government Expenditures ,292367.0,303838.0,313292.0,319112.0,308493.0,282018.0,251343.0,241818.0,256523.0,275591.0,0.00M,26.0,170.8,93.0,65.4,75.4,71.7,8.1,28.9,25.1,51.6,Sturgeon Bay,44.8342,-87.377,0
2117,UT,2023-03-02 02:07:30,34.18,89,100,12.66,   Government Expenditures ,355630.0,361978.0,365057.0,360619.0,371582.0,385031.0,409420.0,385123.0,391589.0,418705.0,2.31M,43.0,164.7,127.7,66.5,70.4,65.4,3.6,35.1,63.5,66.5,Springville,40.1652,-111.6107,0
2118,CO,2023-03-02 02:05:15,32.18,73,100,10.36,   Government Expenditures ,568335.0,586706.0,607709.0,617820.0,685891.0,789345.0,887881.0,926516.0,953823.0,1034161.0,1.50M,37.0,167.3,130.7,54.7,69.7,80.8,3.8,36.0,43.6,56.3,Aurora,39.7294,-104.8319,0
2119,CA,2023-03-02 02:07:31,51.67,46,0,18.41,   Government Expenditures ,2779588.0,2790242.0,2817304.0,2802484.0,3017853.0,3222411.0,3331340.0,3248535.0,3367605.0,3654322.0,31.95M,8.0,174.3,114.2,59.6,69.0,82.8,8.4,35.5,40.0,97.1,Olivehurst,39.0955,-121.5522,1
2125,OK,2023-03-02 02:03:43,58.12,47,75,5.75,   Government Expenditures ,178213.0,192331.0,202505.0,210521.0,210547.0,210224.0,212924.0,218647.0,229235.0,246084.0,0.00M,5.0,174.8,95.6,49.3,69.6,72.4,3.7,27.5,25.7,77.6,Owasso,36.2695,-95.8547,1
2126,VA,2023-03-02 02:05:12,51.3,89,75,5.75,   Government Expenditures ,517779.0,572806.0,599554.0,630938.0,609792.0,562193.0,514384.0,480580.0,503852.0,540056.0,10.89M,,,,,,,,,,,Richmond,37.5538,-77.4603,0
2127,TX,2023-03-02 02:07:33,66.61,76,0,3.44,   Government Expenditures ,887864.0,935149.0,983421.0,1031987.0,1091291.0,1146120.0,1185978.0,1221296.0,1282540.0,1355443.0,4.35M,2.0,175.3,134.1,48.6,66.2,76.7,2.5,35.6,42.6,81.9,Waxahachie,32.3865,-96.8483,1
